round,client_0,client_1,client_2
1,0.5245059860230846,0.7349750177479055,0.41689578146611234
2,0.1867307885073336,0.528090906195761,0.20088322211004725
3,0.11207909781277292,0.4756796316387654,0.13901478612989338
4,0.09905188301616294,0.4487269657660087,0.10350092886517885
5,0.08998837642355785,0.4318320249739164,0.08668693935323214
6,0.08232596654626988,0.420449826237237,0.0791221342746558
7,0.07588473439347534,0.3999856175692828,0.07648049881447265
8,0.06762225769544837,0.3218268012517808,0.07330225184495123
9,0.06670509260502662,0.20920726113060628,0.07033959799732113
10,0.06148506153792358,0.15325998817955044,0.06577505509190806
11,0.06068133228889246,0.13003344090115937,0.06346117360814306
12,0.057351035180890325,0.1160399337396584,0.06205160603643059
13,0.05340556661234606,0.10350932070642192,0.05875136184457247
14,0.048713144234690954,0.09333024738050055,0.056793692660045574
15,0.04542963897430069,0.08621767588620893,0.054285244093097595
16,0.03944664266323683,0.07904318419507791,0.052448274957420715
17,0.03652769600003411,0.071385298961178,0.05167885141458971
18,0.03310339970596499,0.06465423072933117,0.050564458792445276
19,0.031026048472429093,0.05708394668220535,0.047248417425393735
20,0.02819725307586923,0.05389430016103464,0.04697773151072878
21,0.024716055177122623,0.05238324600116247,0.04427227290166292
22,0.025098762243776523,0.0465397051788762,0.04087322246065626
23,0.02445638886522407,0.04382927876671727,0.04122150285235799
24,0.020711432761990316,0.04129376129875683,0.037644542144714764
25,0.021871322132721974,0.03829370844637967,0.037310390716661014
26,0.019707897873875273,0.03565623187052865,0.03365155948944563
27,0.016960555034499617,0.03371058524062684,0.032332939406236015
28,0.01615305026021609,0.03117595416825766,0.03324696757909127
29,0.015719439450410284,0.030481504034977597,0.032080941139078584
30,0.01407987508103073,0.030368513870925436,0.02919930190778229
