round,client_0,client_1,client_2
1,96.67583403085017,87.83862794776847,97.37072743207712
2,97.70417314360876,89.06645877996492,97.64460999123575
3,98.20638526844434,90.09939582927305,97.78702892199824
4,98.6488102355614,98.10953030598324,97.91849255039439
5,98.9597034556977,98.40187098031573,97.96231375985978
6,99.12710749730958,98.53829662833755,98.00613496932516
7,99.25863924429032,98.69421165464821,98.06091148115688
8,99.35429869663996,98.88910543753654,98.22524101665206
9,99.37821355972737,98.8696160592477,98.36765994741455
10,99.4619155805333,98.9280841941142,98.60867659947414
11,99.58148989597035,98.96706295069187,98.8387379491674
12,99.62931962214516,99.02553108555837,99.06879929886064
13,99.62931962214516,99.1619567335802,99.24408413672218
14,99.65323448523257,99.23991424673552,99.34268185801928
15,99.70106421140738,99.33736113817969,99.47414548641542
16,99.70106421140738,99.39582927304619,99.55083260297984
17,99.7369365060385,99.43480802962385,99.61656441717791
18,99.74889393758221,99.51276554277918,99.68229623137599
19,99.77280880066962,99.55174429935684,99.70420683610868
20,99.82063852684443,99.66868056908986,99.7589833479404
21,99.84455338993185,99.66868056908986,99.79184925503944
22,99.82063852684443,99.72714870395635,99.80280455740579
23,99.86846825301924,99.74663808224517,99.80280455740579
24,99.88042568456295,99.76612746053401,99.83567046450482
25,99.92825541073778,99.80510621711167,99.82471516213847
26,99.92825541073778,99.80510621711167,99.84662576687117
27,99.92825541073778,99.84408497368933,99.89044697633655
28,99.9641277053689,99.86357435197817,99.90140227870289
29,99.9641277053689,99.86357435197817,99.91235758106923
30,99.95217027382517,99.86357435197817,99.91235758106923
