round,client_0,client_1,client_2
1,0.33341564655695394,1.0235497870637478,0.6266753790714563
2,0.164164208242483,0.7503390601203079,0.29354576138261235
3,0.11216209886247146,0.47760155689918865,0.09459985519005264
4,0.09791834780964227,0.2873658817805046,0.07938372880089166
5,0.08581558218989101,0.19720877213695223,0.07456809162794102
6,0.07913385426978037,0.15941688021094635,0.06963727378383817
7,0.07382830628758703,0.14222280916739743,0.06664563026873058
8,0.07286290698076985,0.13255363383016106,0.06416716328776441
9,0.06585464580276583,0.12376858150383716,0.06191620150678744
10,0.06445616999833474,0.11592078221360821,0.05771887782028075
11,0.05994174038741613,0.10607406832923906,0.056229560478972734
12,0.05471644679598185,0.10027757037526047,0.05552756878704613
13,0.05160418610337475,0.0943802201082092,0.054294199182739394
14,0.04655946507080622,0.08734382654939442,0.05190433510319794
15,0.04440116015822841,0.08279465362687631,0.049756112507551506
16,0.040674980324933815,0.07955900812143932,0.049376530884252694
17,0.036994321412450834,0.0735326456864756,0.04640059876526619
18,0.03498370167026223,0.06857818687776915,0.044666618012509256
19,0.029816060532521404,0.0663926913192651,0.04306049736461828
20,0.028691619977964645,0.058841825840136995,0.03958111578505498
21,0.02734305580867226,0.056709001351623996,0.03796936865401961
22,0.026420283956939638,0.052018777021799405,0.03749381061682644
23,0.02448622647334239,0.047845065252846486,0.03477516677519432
24,0.023309186575657684,0.04859963520218602,0.03200711190632135
25,0.021470442364417055,0.04602311237444548,0.030857497366911707
26,0.01968947624162123,0.04423640263567599,0.02743172362521189
27,0.0209813928681086,0.03862475999659931,0.027354737951061744
28,0.01797560107901102,0.0398580413398275,0.02451568671497898
29,0.016898466983413393,0.03741541017934734,0.021162486857725493
30,0.015338694941312089,0.03528430565855597,0.019684232636914628
