round,client_0,client_1,client_2
1,0.29985582044936826,1.0079903397390475,0.5994171725322407
2,0.16716372187501397,0.7086058714698462,0.16007589457600277
3,0.0949826146395633,0.4485105366910223,0.07419029387764771
4,0.07809005101758966,0.2819549037675158,0.06560155702529563
5,0.06919677931947188,0.20144044395073307,0.062107302513744855
6,0.06234765273288868,0.15201311034655363,0.05856222568100394
7,0.0575638902958237,0.12405108081455067,0.05364536244000266
8,0.05086878369814802,0.11066523512483228,0.04972946991125669
9,0.04398858858378889,0.09990887296118293,0.046051041652203424
10,0.03872986717698204,0.09182439677257179,0.04236812177583836
11,0.034324864442702135,0.07923451909715024,0.03894300935652457
12,0.03179939949028516,0.0745367079072165,0.033654494517936985
13,0.028315464127797788,0.06804756983763574,0.029145052872927214
14,0.02400535619030276,0.061969152471174224,0.02638156725260785
15,0.022714009580645747,0.059034424556149885,0.02235787486111716
16,0.02039466549710379,0.05181198812682019,0.017769197491861233
17,0.01803609269922459,0.04915434477259463,0.017269299390535505
18,0.015139819838575765,0.045026935431800835,0.012811256693944154
19,0.014646678078516197,0.04042711565008047,0.011511610281777208
20,0.013149298516956426,0.036508612115087616,0.010017873420418297
21,0.012959036789601697,0.03446076277130506,0.008682438549561956
22,0.010444064873414146,0.030452087241378923,0.006695604924596763
23,0.010249622336290716,0.028856125989811854,0.006068391362874092
24,0.010144950792668056,0.027901979309302674,0.0059547572818439394
25,0.00819748804128749,0.024323488337121817,0.004505529370644704
26,0.007756033077377394,0.025177171107171867,0.003908910587370904
27,0.006490962481421642,0.022819193365120814,0.0032451837377726646
28,0.006232057819781218,0.02105100331590385,0.002975730221136574
29,0.006627130404886087,0.019402777152594104,0.0025835811710170427
30,0.006494315701939129,0.017994142800579677,0.002688416104550643
