round,client_0,client_1,client_2
1,0.5420547104519424,0.7961472229579905,0.4770106175703441
2,0.3168529560598815,0.5583713492597461,0.21910029081767524
3,0.1438540051214167,0.49344205685726866,0.12450421242637916
4,0.12073880646683284,0.46567370331902025,0.10472244062680358
5,0.10988032304582765,0.4478469866299329,0.09550841646184624
6,0.10283284420999404,0.41930041270548757,0.0903501074477862
7,0.09381478995661342,0.3317220196606867,0.08713185147533323
8,0.08587608898935527,0.26591257419674674,0.0859616961641656
9,0.08194601524975219,0.2265120591874135,0.08258121354453891
10,0.07675699182169904,0.19904452912169396,0.08351479095543507
11,0.07404401757016138,0.18244412343360064,0.07800324125528048
12,0.07136031379498944,0.16896332847668408,0.07515784331620841
13,0.06754427743032478,0.15613982205347038,0.07527245645687555
14,0.06455826260329771,0.1498997174060056,0.07154435658592427
15,0.06045327574614607,0.14112880161340924,0.06874773947753345
16,0.059620636773634356,0.13526921045792178,0.06803590200648253
17,0.05756846883375766,0.12680306033452007,0.06635776363015582
18,0.053739773207800906,0.12240770907872688,0.06588332591267115
19,0.05101590068324732,0.11508093365116737,0.062146781349083045
20,0.04963808992136821,0.11321267062545755,0.062051996995850095
21,0.046527553702051215,0.10798739925166263,0.060234781255537266
22,0.044438007792739834,0.1027520209826952,0.05840960760725526
23,0.043795628180739926,0.10003182564682953,0.06033706094876935
24,0.041125747715496035,0.09599470535955562,0.05730946807288056
25,0.037966947131314696,0.0923164749657738,0.054948433260172846
26,0.03826851810412086,0.09127679554484125,0.05483307556679336
27,0.03671211377293164,0.08438274162035143,0.05369690475337722
28,0.034435198242883984,0.08200382055510853,0.05231335164449722
29,0.03361820407313608,0.0801441964428685,0.053526589954256895
30,0.032268567753746556,0.07494355517552066,0.050692735635684154
