round,client_0,client_1,client_2
1,0.5004915256074994,0.7181485410322223,0.3823318236771925
2,0.1520233977455319,0.5219347724440503,0.18765205866944643
3,0.09784995164308281,0.4718300658359862,0.13815142862774707
4,0.08115453642319169,0.4457651768860064,0.11527461015883787
5,0.07021395668757763,0.42211481161981995,0.10094772366645895
6,0.06143452512503367,0.3587079202396828,0.09118437189838768
7,0.05508787066768311,0.23981365099636434,0.08412763485570013
8,0.049281570379627736,0.1546449053880067,0.07799905852449161
9,0.04469152194398798,0.11894046410656811,0.07260477219788748
10,0.039333222559190285,0.09884881805519612,0.06751512682042372
11,0.035048367458324854,0.08370657809819394,0.06312967879398737
12,0.03081563362111038,0.07226470131318123,0.05959213086990295
13,0.02726120487732366,0.062406853968767745,0.0561606861696935
14,0.024353354342815558,0.05525523475888703,0.053108281501925286
15,0.02237947877463803,0.049981312837168494,0.0503635297494906
16,0.019751154116425685,0.04404122478257843,0.04816549804843503
17,0.01780053099470311,0.039064117808069225,0.04574057663342467
18,0.01642990958256026,0.03490951266520989,0.04364686501844797
19,0.014854903436369365,0.031160240257649047,0.0417250961145777
20,0.013400382249975544,0.027880847448624718,0.03977335489320535
21,0.011933340340082081,0.025654750462207526,0.03766055038359798
22,0.011466679727653183,0.023040175350785952,0.03603178458173334
23,0.01039675004475298,0.021114935687258404,0.03427724204497573
24,0.00902395357877528,0.019586636957151498,0.031994574030654296
25,0.008767239180970828,0.017318401310037364,0.031205847531695058
26,0.0076968842468562145,0.015797945585003807,0.028926313872000686
27,0.006574172462943985,0.014884817603245726,0.027158302789622987
28,0.006002041926520349,0.013177836272315455,0.02643655661355566
29,0.005639096974239995,0.012573372315321315,0.0249036968179783
30,0.004949013298011129,0.011946672844640606,0.02360727783166056
