round,client_0,client_1,client_2
1,90.57507987220448,78.15663292488013,94.3989579456643
2,97.19559815406461,80.26993429231042,97.69259397097134
3,97.7280795172169,88.5633102468478,97.8600669892073
4,98.26056088036918,95.66684425501687,98.04614812058058
5,98.6332978345758,96.7856508613035,98.1391886862672
6,98.97053603123891,97.2651394068549,98.32526981764049
7,99.20127795527156,97.93997513763098,98.54856717528843
8,99.32552360667377,98.41946368318239,98.7904726460737
9,99.57401490947817,98.86343455869296,98.82768887234835
10,99.68051118210862,99.09429941395844,98.95794566430965
11,99.73375931842385,99.28964659918309,99.0695943431336
12,99.80475683351084,99.46723494938732,99.25567547450689
13,99.8757543485978,99.53827028946901,99.4045403796055
14,99.89350372736953,99.6803409696324,99.59062151097878
15,99.92900248491303,99.87568815485704,99.75809452921473
16,99.94675186368477,99.87568815485704,99.83252698176405
17,99.98225062122825,99.91120582489789,99.86974320803871
18,100.0,99.92896465991831,99.94417566058802
19,100.0,99.96448232995915,99.96278377372533
20,100.0,99.96448232995915,100.0
21,100.0,99.96448232995915,100.0
22,100.0,99.96448232995915,100.0
23,100.0,99.96448232995915,100.0
24,100.0,99.96448232995915,100.0
25,100.0,99.96448232995915,100.0
26,100.0,99.98224116497958,100.0
27,100.0,99.98224116497958,100.0
28,100.0,100.0,100.0
29,100.0,100.0,100.0
30,100.0,100.0,100.0
