round,client_0,client_1,client_2
1,85.49875754348598,71.01758124667022,83.94119836248605
2,96.9471068512602,80.00355176700408,97.11574246371418
3,97.33759318423854,90.2859172438288,97.67398585783401
4,98.01206957756479,95.2228733795063,97.89728321548195
5,98.06531771388002,96.19960930562955,97.8600669892073
6,98.5977990770323,96.80340969632391,97.99032378116858
7,98.79304224352148,97.2651394068549,98.1950130256792
8,99.02378416755414,97.46048659207956,98.10197245999255
9,99.23677671281506,98.02876931273309,98.34387793077782
10,99.36102236421725,98.40170484816197,98.3997022701898
11,99.39652112176074,98.8279168886521,98.5299590621511
12,99.6272630457934,98.79239921861127,98.6602158541124
13,99.60951366702166,99.0587817439176,98.90212132489765
14,99.68051118210862,99.16533475404013,98.92072943803498
15,99.68051118210862,99.37844077428521,98.97655377744697
16,99.84025559105432,99.37844077428521,99.08820245627093
17,99.80475683351084,99.53827028946901,99.2742835876442
18,99.82250621228258,99.62706446457112,99.44175660588016
19,99.85800496982606,99.64482329959155,99.38593226646817
20,99.8757543485978,99.71585863967324,99.34871604019352
21,99.94675186368477,99.66258213461197,99.6650539635281
22,99.8757543485978,99.85792931983661,99.64644585039078
23,99.96450124245652,99.75137630971408,99.70227018980276
24,99.98225062122825,99.8401704848162,99.77670264235206
25,99.96450124245652,99.85792931983661,99.75809452921473
26,99.96450124245652,99.89344698987746,99.83252698176405
27,99.94675186368477,99.91120582489789,99.90695943431336
28,99.98225062122825,99.89344698987746,99.86974320803871
29,99.98225062122825,99.91120582489789,99.92556754745068
30,99.96450124245652,99.92896465991831,99.94417566058802
