round,client_0,client_1,client_2
1,96.13063542776003,80.23441662226958,96.89244510606625
2,97.46183883564076,80.30545196235127,97.89728321548195
3,97.6925807596734,80.89149351802521,98.08336434685523
4,98.04756833510827,94.13958444326053,98.2694454782285
5,98.40255591054313,95.56029124489433,98.49274283587644
6,98.68654597089102,96.75013319126265,98.75325641979903
7,99.04153354632588,97.38945125199787,98.864905098623
8,99.23677671281506,97.93997513763098,99.0695943431336
9,99.41427050053248,98.06428698277394,99.2742835876442
10,99.52076677316293,98.4372225182028,99.4045403796055
11,99.60951366702166,98.54377552832534,99.57201339784146
12,99.7515086971956,98.73912271354999,99.81391886862671
13,99.82250621228258,98.96998756881548,99.83252698176405
14,99.85800496982606,99.16533475404013,99.86974320803871
15,99.8757543485978,99.20085242408098,99.98139188686267
16,99.91125310614129,99.34292310424436,100.0
17,99.92900248491303,99.43171727934647,100.0
18,99.92900248491303,99.50275261942816,100.0
19,99.96450124245652,99.55602912448943,100.0
20,99.98225062122825,99.62706446457112,100.0
21,100.0,99.66258213461197,100.0
22,100.0,99.6803409696324,100.0
23,100.0,99.69809980465281,100.0
24,100.0,99.73361747469366,100.0
25,100.0,99.75137630971408,100.0
26,100.0,99.75137630971408,100.0
27,100.0,99.7691351447345,100.0
28,100.0,99.7691351447345,100.0
29,100.0,99.7691351447345,100.0
30,100.0,99.78689397975494,100.0
