round,client_0,client_1,client_2
1,0.2961250527178574,1.0063960070982076,0.5792008334997939
2,0.1722408607090779,0.7136793649232615,0.13902201346943063
3,0.09873282691765121,0.4787357109397313,0.07413088474059916
4,0.08006820248541514,0.2915480635446744,0.06621385753088206
5,0.0699668774059929,0.20495162065658745,0.06197014336255071
6,0.06304164635487639,0.15357159790850614,0.05772468036186468
7,0.056227145976295606,0.12585210822355483,0.05301057032648335
8,0.052804910003237046,0.11178664764447724,0.050005506036458605
9,0.04495949032786432,0.10060274085246182,0.046337029149284684
10,0.04105117520132956,0.09048971213576341,0.041013610622635435
11,0.03612163297112058,0.08228677736567377,0.03776952777288493
12,0.03113696829414425,0.07467548897369611,0.03443540832171749
13,0.028615113593465587,0.06767978690415118,0.030978071916434344
14,0.024259108406452016,0.06137932918795794,0.026582600173261167
15,0.022299724718622592,0.0561149541769023,0.022510327280585347
16,0.019705426926834704,0.052429396861024366,0.020409838830646197
17,0.01822959898143179,0.04683064694322797,0.016474609316964775
18,0.01631505680954025,0.04325479560161804,0.014198679912945348
19,0.013483493876218207,0.041605713918874805,0.01170727514118317
20,0.013413604900172902,0.03673277414835915,0.009434221341200621
21,0.012374409152075948,0.03481375577343612,0.008722940703884928
22,0.011352356980878093,0.03258077660462491,0.00838166110294055
23,0.01076720563740073,0.029069427020205194,0.006219878726200516
24,0.010005112943599487,0.02664219986421111,0.005431138152397156
25,0.009319762608035834,0.02679786633181408,0.004945378613863843
26,0.00811423490851522,0.023759468357483226,0.003980443632824761
27,0.00813747292509296,0.020900769930930846,0.004542649474396221
28,0.006232954831650882,0.021726993751707016,0.002860307367259314
29,0.006027926031730342,0.019223202936367177,0.0023545176252454873
30,0.005924190567590772,0.017943773150819416,0.0025720709029821045
