round,client_0,client_1,client_2
1,0.5208926304016377,0.7391487553778334,0.41469390221349567
2,0.18491858632340472,0.5295079667071554,0.20059254997873288
3,0.11370197969460477,0.4751845864718121,0.13730197523337798
4,0.098219559827795,0.4489307552479035,0.1014275203111553
5,0.0886373637107895,0.43275794751696495,0.08671080600112148
6,0.08345731667552284,0.41767639683334934,0.07960417143554105
7,0.07659730057708929,0.37148077794525064,0.07541145631509019
8,0.07004758747985075,0.25875293067365646,0.07288732306680296
9,0.06838049465326879,0.17374923047436241,0.06847508580500954
10,0.06295193973481267,0.14054129986906289,0.06825095940842964
11,0.059623458146387295,0.12269657247885643,0.0635582831386796
12,0.05624533271911391,0.11017647544042802,0.06126820670426698
13,0.05079715062333279,0.09923815209181915,0.0600674699267772
14,0.04717306590348891,0.09151217598574578,0.05659576915107476
15,0.042040835186039474,0.08298027772165979,0.05318612851629503
16,0.04000285197575707,0.07632093132446349,0.05267239997475127
17,0.037784545838582914,0.06888996359270261,0.049951576764121486
18,0.03363345998590948,0.0641047986074228,0.04834948848175538
19,0.030824460094771928,0.05546017980215933,0.04458713568234071
20,0.028147034663394042,0.052276104154703774,0.04425324306653131
21,0.026705717199355623,0.049498303051366904,0.04162978242161722
22,0.024472192872766155,0.04592883255923048,0.04025782517533791
23,0.022769586371356863,0.04141695885465033,0.04008681512144419
24,0.020268043130239485,0.03986222888516422,0.037163126164664405
25,0.021478244029076967,0.03710132638893998,0.036095436604090675
26,0.019072957318608978,0.03678096859595529,0.03464093882183389
27,0.01808263267113656,0.03355781835898777,0.03291808851774943
28,0.016067050090591915,0.03196041938424673,0.030417447089649816
29,0.015908600620738303,0.029781493768320903,0.031078460504415387
30,0.014950864371504101,0.028659770695240897,0.027193133438170335
