round,client_0,client_1,client_2
1,0.3315385838872508,1.0234400347659462,0.6264371183919318
2,0.1639785438950299,0.7503840137294858,0.2932285250704965
3,0.11206316608085966,0.477429923345471,0.09448300623967325
4,0.09791590507027874,0.2873273851752978,0.07936596701404564
5,0.08626165145147613,0.1970356280169292,0.07478635666179068
6,0.07947396771296074,0.15959422275075438,0.06961279766013224
7,0.0741227956826401,0.14250592190271233,0.06673561649420011
8,0.07296915359424742,0.13317185873438045,0.06421939168631295
9,0.06577107348964055,0.1243362335586234,0.061915592934338404
10,0.06452742942788621,0.11578538853740483,0.05774376087787527
11,0.06011608503323201,0.10618650133323948,0.05631198392560085
12,0.05485364249825739,0.10046131334850313,0.055497338259477676
13,0.05186855120649725,0.09470141966614808,0.054292212044935166
14,0.04645486013440971,0.08758340027096152,0.05194238765901069
15,0.04470955258322477,0.08282257977611662,0.049691027510382325
16,0.040747214201293146,0.07946719395334435,0.04932937793502653
17,0.03687037151355884,0.07367817401798844,0.046347739893575136
18,0.03489405303725112,0.06861840059425224,0.044611366710016205
19,0.029879955041129686,0.06589822579523799,0.04302977678871909
20,0.028701539694642026,0.05889407081300752,0.039516569980431675
21,0.02725344394845616,0.0569869034231929,0.03792459289773287
22,0.026366886130005818,0.0520668668040668,0.03749718970941081
23,0.024310516319455504,0.04748407428626691,0.034726448362854156
24,0.02342966797609122,0.048598643501251065,0.03199723938962928
25,0.021297848208845532,0.04611099429145368,0.030834554369779832
26,0.020009109925693828,0.04468702768896058,0.02751212264986042
27,0.021053260649426444,0.03830081870648683,0.027312179574639436
28,0.017993824045365807,0.039867139087815646,0.024572185040911496
29,0.016808583983049963,0.03766520328449401,0.02111073564393101
30,0.015317326356120384,0.035190601432859375,0.019661711020119214
