round,client_0,client_1,client_2
1,0.5431569307519678,0.7895380553097753,0.48176311195632554
2,0.3113337950835451,0.5561297382527625,0.2214872748763473
3,0.14016413461003038,0.49389033795100207,0.1219294031645045
4,0.12322487804101921,0.46393407401982806,0.10241861471239432
5,0.11070757266678656,0.4447567225896824,0.09568056383710584
6,0.10181965047155905,0.42089454698980894,0.09039460146730698
7,0.09117892796271726,0.33785762154219445,0.09029723902773341
8,0.08507553894857044,0.2661364807894355,0.09046750554217048
9,0.08124758218202675,0.22935059300640173,0.08964814360104041
10,0.07558426294715433,0.20607023368104857,0.08625818141678603
11,0.07436899089782734,0.18655509628050507,0.08420403128673816
12,0.06775480636793096,0.17250058682341327,0.08496074118639951
13,0.06535308094074328,0.16232504255590383,0.08048781258755444
14,0.06167476778109258,0.15480742614433082,0.07933769508460421
15,0.05977281449602275,0.14611673202605277,0.07627042327766066
16,0.0575795149272689,0.1387762144774373,0.07554152625164501
17,0.0534385845462699,0.13333309084525582,0.07462911083604451
18,0.0509081587320662,0.1271393869006843,0.07293494578082989
19,0.049974159261331565,0.12204561277962567,0.0708750583300436
20,0.04825016842850032,0.12141912999121766,0.07154723315465229
21,0.044573936897346324,0.11721203487083227,0.06626306908826034
22,0.043111005778920054,0.11126672145393159,0.06444296574817948
23,0.04072083380040631,0.1049676331642427,0.06342116473127662
24,0.04052450086197091,0.10360269812725441,0.06046634529326341
25,0.037671134830316345,0.09993356374794977,0.05915412334667772
26,0.03570779303241282,0.09754139395180154,0.05567308094490458
27,0.034866003300558925,0.09292682072921106,0.05505234348001303
28,0.03377463191350084,0.09067444874747106,0.05271725017393445
29,0.032385550985352424,0.08638362146434729,0.053697022810624336
30,0.031538638343479024,0.08549142933902686,0.05115798095321674
