round,client_0,client_1,client_2
1,96.14254573026253,75.26869927615705,98.18103541061241
2,96.85337882665151,92.5202895371792,98.6223226778603
3,97.27987868448488,97.00592235139285,98.84834786352384
4,97.81063406312198,97.55428822110112,99.03132063287052
5,98.23713392095536,97.94911164729108,99.10666236142504
6,98.60676713107762,98.21232726475104,99.24658271445485
7,98.85318927115914,98.53037946918184,99.38650306748467
8,99.09013363662213,98.76069313445932,99.5371865245937
9,99.27968912899252,98.99100679973678,99.63405446130665
10,99.48820017059994,99.1774511954376,99.69863308578194
11,99.64932233911478,99.27615705198508,99.77397481433646
12,99.7535778599185,99.34196095635008,99.79550102249489
13,99.8104445076296,99.50647071726256,99.83855343881174
14,99.8483556061037,99.57227462162756,99.88160585512861
15,99.90522225381481,99.63807852599254,99.9354213755247
16,99.94313335228888,99.6819477955692,99.94618447960391
17,99.97156667614445,99.79162096951086,99.95694758368313
18,99.98104445076295,99.84645755648168,99.95694758368313
19,99.99052222538148,99.87935950866418,99.96771068776235
20,99.99052222538148,99.89032682605836,99.96771068776235
21,99.99052222538148,99.934196095635,99.96771068776235
22,99.99052222538148,99.934196095635,99.96771068776235
23,99.99052222538148,99.934196095635,99.96771068776235
24,100.0,99.94516341302916,99.96771068776235
25,100.0,99.95613073042334,99.96771068776235
26,100.0,99.95613073042334,99.96771068776235
27,100.0,99.95613073042334,99.96771068776235
28,100.0,99.95613073042334,99.96771068776235
29,100.0,99.95613073042334,99.96771068776235
30,100.0,99.95613073042334,99.96771068776235
